% teensy communication to/from Teensy
% 1 	Time (sec) from system
% 2 	(Tx) Send to Teensy
%   	(Rx) Received from Teensy
%   	(Qu N) Put in queue to Teensy, now queue size N
% 3 	Message string queued, send or received
1777025564.4275 ## Connection to USB open
1777025578.8451 Rx ;39pose 2142.0901 0.000 0.000 0.0000 3.1296
1777025578.8452 Rx ;41vel 2142.0901 0.000 0.000 0.0000 0.000 4
1777025578.8452 Rx ;62ird 0.339 1.500 6666 2606 1
1777025578.8464 Rx ;08gyro -0.122070 -2.380371 0.640869 2142.092
1777025578.8464 Txd ;57leds 14 0 30 0
1777025578.8488 Rx ;03acc 0.029541 -0.000244 1.164795 2142.093
1777025578.8500 Rx ;43pose 2142.0950 0.000 0.000 0.0000 3.1296
1777025578.8501 Rx ;05livn 99 109 85 86 93 81 71 14 5
1777025578.8523 Rx ;36mot 0 0 0.1 0.1 0
1777025578.8534 Rx ;49vel 2142.0981 0.000 0.000 0.0000 0.000 4
1777025578.8546 Rx ;56pose 2142.0999 0.000 0.000 0.0000 3.1296
1777025578.8589 Rx ;83gyro 0.091553 -2.288818 0.762939 2142.104
1777025578.8602 Rx ;35pose 2142.1050 0.000 0.000 0.0000 3.1296
1777025578.8603 Rx ;06livn 83 105 96 93 83 88 84 25 5
1777025578.8603 Rx ;93acc 0.030029 -0.004395 1.165283 2142.105
1777025578.8604 Rx ;38vel 2142.1060 0.000 0.000 0.0000 0.000 4
1777025578.8652 Rx ;48pose 2142.1099 0.000 0.000 0.0000 3.1296
1777025578.8655 Rx ;61ird 0.339 1.500 6669 2530 1
1777025578.8691 Rx ;90mca 0.000 0.000 16
1777025578.8691 Rx ;37vel 2142.1140 0.000 0.000 0.0000 0.000 4
1777025578.8693 Rx ;36pose 2142.1150 0.000 0.000 0.0000 3.1296
1777025578.8694 Rx ;53livn 106 112 98 84 86 92 77 28 5
1777025578.8709 Rx ;04gyro -0.061035 -2.105713 0.823975 2142.116
1777025578.8721 Rx ;03acc 0.029785 -0.002930 1.168213 2142.117
1777025578.8743 Rx ;49pose 2142.1199 0.000 0.000 0.0000 3.1296
1777025578.8765 Rx ;37vel 2142.1221 0.000 0.000 0.0000 0.000 4
1777025578.8799 Rx ;37pose 2142.1250 0.000 0.000 0.0000 3.1296
1777025578.8800 Rx ;60livn 89 94 71 86 84 87 83 21 5
1777025578.8822 Rx ;79gyro 0.183105 -2.349854 0.640869 2142.128
1777025578.8847 Rx ;02acc 0.030518 -0.000488 1.167236 2142.129
1777025578.8848 Rx ;34pose 2142.1301 0.000 0.000 0.0000 3.1296
1777025578.8849 Rx ;36vel 2142.1301 0.000 0.000 0.0000 0.000 4
1777025578.8850 Rx ;54ird 0.338 1.500 6680 2360 1
1777025578.8854 Rx ;36mot 0 0 0.1 0.1 0
1777025578.8908 Rx ;37pose 2142.1350 0.000 0.000 0.0000 3.1295
1777025578.8909 Rx ;58livn 67 79 80 83 79 85 81 14 5
1777025578.8921 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025578.8932 Rx ;51vel 2142.1379 0.000 0.000 0.0000 0.000 4
1777025578.8943 Rx ;59gyro 0.030518 -2.258301 0.823975 2142.140
1777025578.8955 Rx ;34pose 2142.1401 0.000 0.000 0.0000 3.1295
1777025578.8967 Rx ;05acc 0.029297 -0.003662 1.165283 2142.141
1777025578.9000 Rx ;38pose 2142.1450 0.000 0.000 0.0000 3.1295
1777025578.9001 Rx ;08livn 85 80 66 80 79 82 85 9 5
1777025578.9012 Rx ;42vel 2142.1460 0.000 0.000 0.0000 0.000 4
1777025578.9013 Rx ;91mca 0.000 0.000 17
1777025578.9056 Rx ;60ird 0.339 1.500 6663 2274 1
1777025578.9057 Rx ;51pose 2142.1499 0.000 0.000 0.0000 3.1295
1777025578.9068 Rx ;86gyro 0.152588 -2.227783 0.762939 2142.152
1777025578.9080 Rx ;40acc 0.032227 0.000000 1.170898 2142.153
1777025578.9091 Rx ;42vel 2142.1541 0.000 0.000 0.0000 0.000 4
1777025578.9103 Rx ;39pose 2142.1550 0.000 0.000 0.0000 3.1295
1777025578.9104 Rx ;54livn 76 75 85 81 76 81 89 10 5
1777025578.9148 Rx ;52pose 2142.1599 0.000 0.000 0.0000 3.1295
1777025578.9172 Rx ;41vel 2142.1621 0.000 0.000 0.0000 0.000 4
1777025578.9184 Rx ;36mot 0 0 0.1 0.1 0
1777025578.9184 Rx ;78gyro 0.183105 -2.166748 0.640869 2142.164
1777025578.9206 Rx ;40pose 2142.1650 0.000 0.000 0.0000 3.1295
1777025578.9207 Rx ;92livn 100 76 73 87 75 83 84 21 5
1777025578.9208 Rx ;02acc 0.032959 -0.000244 1.163086 2142.165
1777025578.9251 Rx ;56vel 2142.1699 0.000 0.000 0.0000 0.000 4
1777025578.9252 Rx ;60ird 0.339 1.500 6668 2143 1
1777025578.9253 Rx ;53pose 2142.1699 0.000 0.000 0.0000 3.1295
1777025578.9307 Rx ;41pose 2142.1750 0.000 0.000 0.0000 3.1295
1777025578.9308 Rx ;53livn 115 96 91 96 88 88 100 27 5
1777025578.9309 Rx ;75gyro 0.122070 -2.227783 0.762939 2142.176
1777025578.9320 Rx ;14acc 0.028809 -0.004883 1.170166 2142.177
1777025578.9332 Rx ;47vel 2142.1780 0.000 0.000 0.0000 0.000 4
1777025578.9343 Rx ;90mca 0.000 0.000 16
1777025578.9354 Rx ;54pose 2142.1799 0.000 0.000 0.0000 3.1295
1777025578.9397 Rx ;43pose 2142.1851 0.000 0.000 0.0000 3.1295
1777025578.9398 Rx ;44livn 80 62 72 82 83 85 94 32 5
1777025578.9409 Rx ;46vel 2142.1860 0.000 0.000 0.0000 0.000 4
1777025578.9421 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025578.9422 Rx ;77gyro 0.213623 -2.319336 0.823975 2142.188
1777025578.9444 Rx ;24acc 0.029785 -0.002930 1.166992 2142.189
1777025578.9455 Rx ;47ird 0.339 1.500 6662 2010 1
1777025578.9456 Rx ;55pose 2142.1899 0.000 0.000 0.0000 3.1295
1777025578.9490 Rx ;46vel 2142.1941 0.000 0.000 0.0000 0.000 4
1777025578.9502 Rx ;50pose 2142.1948 0.000 0.000 0.0000 3.1295
1777025578.9503 Rx ;58livn 91 83 85 83 77 79 86 20 5
1777025578.9514 Rx ;36mot 0 0 0.1 0.1 0
1777025578.9546 Rx ;21gyro -0.061035 -2.593994 0.976562 2142.200
1777025578.9549 Rx ;30pose 2142.2000 0.000 0.000 0.0000 3.1295
1777025578.9560 Rx ;44acc 0.029785 0.000244 1.173340 2142.201
1777025578.9572 Rx ;43vel 2142.2019 0.000 0.000 0.0000 0.000 4
1777025578.9604 Rx ;36pose 2142.2051 0.000 0.000 0.0000 3.1295
1777025578.9605 Rx ;50livn 109 84 77 87 81 94 106 33 5
1777025578.9650 Rx ;34vel 2142.2100 0.000 0.000 0.0000 0.000 4
1777025578.9651 Rx ;65ird 0.339 1.500 6673 2575 1
1777025578.9652 Rx ;31pose 2142.2100 0.000 0.000 0.0000 3.1295
1777025578.9663 Rx ;59gyro 0.030518 -2.349854 0.732422 2142.212
1777025578.9675 Rx ;91mca 0.000 0.000 17
1777025578.9686 Rx ;91acc 0.031494 -0.004150 1.165771 2142.213
1777025578.9697 Rx ;37pose 2142.2151 0.000 0.000 0.0000 3.1295
1777025578.9698 Rx ;14livn 114 89 79 88 76 80 96 34 5
1777025578.9731 Rx ;42vel 2142.2180 0.000 0.000 0.0000 0.000 4
1777025578.9753 Rx ;32pose 2142.2200 0.000 0.000 0.0000 3.1295
1777025578.9785 Rx ;22gyro -0.030518 -2.288818 0.854492 2142.224
1777025578.9797 Rx ;38pose 2142.2251 0.000 0.000 0.0000 3.1295
1777025578.9798 Rx ;51livn 103 105 78 82 85 96 87 27 5
1777025578.9799 Rx ;89acc 0.031250 -0.002930 1.173584 2142.225
1777025578.9810 Rx ;42vel 2142.2261 0.000 0.000 0.0000 0.000 4
1777025578.9847 Rx ;36mot 0 0 0.1 0.1 0
1777025578.9848 Rx ;61ird 0.339 1.073 6674 3123 1
1777025578.9849 Rx ;33pose 2142.2300 0.000 0.000 0.0000 3.1295
1777025578.9892 Rx ;48vel 2142.2339 0.000 0.000 0.0000 0.000 4
1777025578.9904 Rx ;39pose 2142.2351 0.000 0.000 0.0000 3.1295
1777025578.9905 Rx ;58livn 85 86 84 88 84 93 91 20 5
1777025578.9905 Rx ;65gyro 0.061035 -2.288818 0.732422 2142.236
1777025578.9927 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025578.9928 Rx ;97acc 0.032715 -0.002197 1.166260 2142.237
1777025578.9950 Rx ;34pose 2142.2400 0.000 0.000 0.0000 3.1295
1777025578.9972 Rx ;47vel 2142.2419 0.000 0.000 0.0000 0.000 4
1777025579.0005 Rx ;47pose 2142.2449 0.000 0.000 0.0000 3.1295
1777025579.0006 Rx ;80livn 89 80 77 88 88 88 89 27 5
1777025579.0006 Rx ;90mca 0.000 0.000 16
1777025579.0029 Rx ;64gyro 0.030518 -2.349854 1.007080 2142.248
1777025579.0040 Rx ;49acc 0.031982 0.001221 1.168701 2142.249
1777025579.0052 Rx ;38vel 2142.2500 0.000 0.000 0.0000 0.000 4
1777025579.0052 Rx ;62ird 0.338 1.500 6679 2252 1
1777025579.0054 Rx ;35pose 2142.2500 0.000 0.000 0.0000 3.1295
1777025579.0098 Rx ;48pose 2142.2549 0.000 0.000 0.0000 3.1295
1777025579.0098 Rx ;82livn 101 93 97 93 93 102 106 33 5
1777025579.0131 Rx ;47vel 2142.2581 0.000 0.000 0.0000 0.000 4
1777025579.0142 Rx ;52gyro 0.030518 -2.075195 1.007080 2142.260
1777025579.0157 Rx ;36pose 2142.2600 0.000 0.000 0.0000 3.1295
1777025579.0161 Rx ;62acc 0.031494 0.001709 1.166992 2142.261
1777025579.0176 Rx ;36mot 0 0 0.1 0.1 0
1777025579.0199 Rx ;49pose 2142.2649 0.000 0.000 0.0000 3.1295
1777025579.0200 Rx ;62livn 84 82 87 76 82 88 81 19 5
1777025579.0211 Rx ;53vel 2142.2659 0.000 0.000 0.0000 0.000 4
1777025579.0254 Rx ;67ird 0.339 1.500 6672 1849 1
1777025579.0255 Rx ;37pose 2142.2700 0.000 0.000 0.0000 3.1295
1777025579.0267 Rx ;60gyro 0.183105 -2.014160 0.793457 2142.272
1777025579.0289 Rx ;09acc 0.034912 -0.000977 1.171387 2142.273
1777025579.0290 Rx ;46vel 2142.2742 0.000 0.000 0.0000 0.000 4
1777025579.0302 Rx ;50pose 2142.2749 0.000 0.000 0.0000 3.1295
1777025579.0302 Rx ;03livn 98 107 91 80 85 83 79 13 5
1777025579.0335 Rx ;91mca 0.000 0.000 17
1777025579.0357 Rx ;38pose 2142.2800 0.000 0.000 0.0000 3.1295
1777025579.0368 Rx ;43vel 2142.2820 0.000 0.000 0.0000 0.000 4
1777025579.0391 Rx ;78gyro 0.183105 -2.410889 0.854492 2142.284
1777025579.0402 Rx ;45pose 2142.2852 0.000 0.000 0.0000 3.1295
1777025579.0403 Rx ;20livn 88 92 80 86 89 83 69 9 5
1777025579.0404 Rx ;16acc 0.032959 -0.003662 1.173584 2142.285
1777025579.0426 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025579.0448 Rx ;42vel 2142.2900 0.000 0.000 0.0000 0.000 4
1777025579.0449 Rx ;65ird 0.338 1.500 6678 2067 1
1777025579.0449 Rx ;39pose 2142.2900 0.000 0.000 0.0000 3.1295
1777025579.0492 Txd ;11leds 14 0 5 0
1777025579.0500 Rx ;36mot 0 0 0.1 0.1 0
1777025579.0502 Rx ;52pose 2142.2949 0.000 0.000 0.0000 3.1295
1777025579.0503 Rx ;05livn 112 107 99 94 87 83 93 8 5
1777025579.0504 Rx ;76gyro 0.030518 -2.319336 1.037598 2142.296
1777025579.0527 Rx ;06acc 0.031738 -0.001465 1.166504 2142.297
1777025579.0528 Rx ;51vel 2142.2981 0.000 0.000 0.0000 0.000 4
1777025579.0543 Txd ;21motv 0 0
1777025579.0550 Rx ;31pose 2142.3000 0.000 0.000 0.0000 3.1295
1777025579.0604 Rx ;44pose 2142.3049 0.000 0.000 0.0000 3.1295
1777025579.0606 Rx ;73livn 97 93 83 85 94 89 98 25 5
1777025579.0606 Rx ;42vel 2142.3062 0.000 0.000 0.0000 0.000 4
1777025579.0616 Txd ;21motv 0 0
1777025579.0629 Rx ;56gyro 0.061035 -1.922607 0.701904 2142.308
1777025579.0640 Rx ;34acc 0.028076 0.000000 1.171143 2142.309
1777025579.0652 Rx ;60ird 0.338 1.500 6680 2087 1
1777025579.0652 Rx ;33pose 2142.3101 0.000 0.000 0.0000 3.1295
1777025579.0664 Rx ;90mca 0.000 0.000 16
1777025579.0685 Rx ;39vel 2142.3140 0.000 0.000 0.0000 0.000 4
1777025579.0689 Txd ;21motv 0 0
1777025579.0708 Rx ;45pose 2142.3149 0.000 0.000 0.0000 3.1295
1777025579.0709 Rx ;03livn 104 89 85 82 84 80 79 15 5
1777025579.0742 Rx ;52gyro 0.213623 -2.136230 0.488281 2142.320
1777025579.0753 Rx ;34pose 2142.3201 0.000 0.000 0.0000 3.1295
1777025579.0765 Rx ;96acc 0.030518 -0.002197 1.169434 2142.321
1777025579.0766 Rx ;38vel 2142.3220 0.000 0.000 0.0000 0.000 4
1777025579.0798 Rx ;38pose 2142.3250 0.000 0.000 0.0000 3.1295
1777025579.0799 Rx ;01livn 96 93 79 85 83 83 100 15 5
1777025579.0836 Rx ;36mot 0 0 0.1 0.1 0
1777025579.0848 Rx ;38vel 2142.3301 0.000 0.000 0.0000 0.000 4
1777025579.0849 Rx ;57ird 0.339 1.500 6676 2231 1
1777025579.0850 Rx ;35pose 2142.3301 0.000 0.000 0.0000 3.1295
1777025579.0862 Rx ;66gyro 0.183105 -2.288818 0.701904 2142.332
1777025579.0884 Rx ;51acc 0.034180 0.001709 1.169434 2142.333
1777025579.0906 Rx ;39pose 2142.3350 0.000 0.000 0.0000 3.1295
1777025579.0907 Rx ;62livn 77 83 79 91 81 80 97 29 5
1777025579.0919 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025579.0930 Rx ;46vel 2142.3381 0.000 0.000 0.0000 0.000 4
1777025579.0952 Rx ;36pose 2142.3401 0.000 0.000 0.0000 3.1295
1777025579.0985 Rx ;55gyro 0.183105 -2.319336 0.610352 2142.344
1777025579.0996 Rx ;91mca 0.000 0.000 17
1777025579.1008 Rx ;40pose 2142.3450 0.000 0.000 0.0000 3.1295
1777025579.1009 Rx ;96livn 111 94 84 93 79 81 90 25 5
1777025579.1010 Rx ;98acc 0.029053 -0.001953 1.172363 2142.345
1777025579.1011 Rx ;52vel 2142.3459 0.000 0.000 0.0000 0.000 4
1777025579.1054 Rx ;67ird 0.339 1.500 6669 2617 1
1777025579.1055 Rx ;53pose 2142.3499 0.000 0.000 0.0000 3.1295
1777025579.1088 Rx ;43vel 2142.3540 0.000 0.000 0.0000 0.000 4
1777025579.1099 Rx ;41pose 2142.3550 0.000 0.000 0.0000 3.1295
1777025579.1100 Rx ;93livn 116 107 98 102 96 96 93 30 5
1777025579.1111 Rx ;83gyro 0.030518 -2.288818 0.640869 2142.356
1777025579.1123 Rx ;05acc 0.033691 -0.001709 1.172607 2142.357
1777025579.1158 Rx ;38pose 2142.3601 0.000 0.000 0.0000 3.1295
1777025579.1162 Rx ;36mot 0 0 0.1 0.1 0
1777025579.1174 Rx ;43vel 2142.3621 0.000 0.000 0.0000 0.000 4
1777025579.1207 Rx ;42pose 2142.3650 0.000 0.000 0.0000 3.1295
1777025579.1208 Rx ;45livn 72 82 67 76 80 83 90 32 5
1777025579.1229 Rx ;37gyro -0.152588 -1.983643 0.915527 2142.368
1777025579.1241 Rx ;12acc 0.031494 -0.004639 1.172607 2142.369
1777025579.1252 Rx ;42vel 2142.3701 0.000 0.000 0.0000 0.000 4
1777025579.1253 Rx ;59ird 0.339 1.072 6662 3125 1
1777025579.1254 Rx ;39pose 2142.3701 0.000 0.000 0.0000 3.1295
1777025579.1309 Rx ;43pose 2142.3750 0.000 0.000 0.0000 3.1295
1777025579.1310 Rx ;09livn 105 95 79 85 77 84 91 26 5
1777025579.1332 Rx ;90mca 0.000 0.000 16
1777025579.1332 Rx ;57vel 2142.3779 0.000 0.000 0.0000 0.000 4
1777025579.1343 Rx ;85gyro 0.152588 -2.227783 0.671387 2142.380
1777025579.1355 Rx ;40pose 2142.3801 0.000 0.000 0.0000 3.1295
1777025579.1366 Rx ;66acc 0.032471 0.002686 1.166992 2142.381
1777025579.1400 Rx ;44pose 2142.3850 0.000 0.000 0.0000 3.1295
1777025579.1400 Rx ;58livn 67 83 73 82 74 76 86 45 5
1777025579.1412 Rx ;48vel 2142.3860 0.000 0.000 0.0000 0.000 4
1777025579.1423 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025579.1455 Rx ;80ird 0.339 0.987 6672 3266 1
1777025579.1456 Rx ;41pose 2142.3901 0.000 0.000 0.0000 3.1295
1777025579.1468 Rx ;15gyro -0.183105 -2.258301 0.823975 2142.392
1777025579.1482 Rx ;02acc 0.035156 -0.000244 1.171875 2142.393
1777025579.1494 Rx ;47vel 2142.3940 0.000 0.000 0.0000 0.000 4
1777025579.1495 Rx ;36mot 0 0 0.1 0.1 0
1777025579.1506 Rx ;45pose 2142.3950 0.000 0.000 0.0000 3.1295
1777025579.1508 Rx ;58livn 88 92 78 81 76 74 80 26 5
1777025579.1551 Rx ;58pose 2142.3999 0.000 0.000 0.0000 3.1295
1777025579.1573 Rx ;38vel 2142.4021 0.000 0.000 0.0000 0.000 4
1777025579.1585 Rx ;49gyro 0.000000 -2.319336 0.671387 2142.404
1777025579.1607 Rx ;37pose 2142.4050 0.000 0.000 0.0000 3.1295
1777025579.1608 Rx ;57livn 90 95 87 86 81 83 85 32 5
1777025579.1609 Rx ;34acc 0.032471 0.000000 1.167480 2142.405
1777025579.1652 Rx ;53vel 2142.4099 0.000 0.000 0.0000 0.000 4
1777025579.1653 Rx ;55ird 0.339 1.500 6672 2215 1
1777025579.1654 Rx ;50pose 2142.4099 0.000 0.000 0.0000 3.1295
1777025579.1655 Rx ;91mca 0.000 0.000 17
1777025579.1709 Rx ;38pose 2142.4150 0.000 0.000 0.0000 3.1295
1777025579.1710 Rx ;07livn 107 94 89 85 78 80 90 17 5
1777025579.1711 Rx ;88gyro 0.152588 -2.227783 0.976562 2142.416
1777025579.1722 Rx ;14acc 0.032715 -0.002686 1.170898 2142.418
1777025579.1734 Rx ;44vel 2142.4180 0.000 0.000 0.0000 0.000 4
1777025579.1756 Rx ;51pose 2142.4199 0.000 0.000 0.0000 3.1295
1777025579.1800 Rx ;39pose 2142.4250 0.000 0.000 0.0000 3.1295
1777025579.1800 Rx ;72livn 91 93 88 94 79 83 97 29 5
1777025579.1812 Rx ;43vel 2142.4260 0.000 0.000 0.0000 0.000 4
1777025579.1823 Rx ;36mot 0 0 0.1 0.1 0
1777025579.1824 Rx ;61gyro 0.122070 -2.258301 0.671387 2142.428
1777025579.1847 Rx ;82acc 0.034180 -0.002197 1.170410 2142.430
1777025579.1849 Rx ;73ird 0.339 1.500 6669 1768 1
1777025579.1852 Rx ;52pose 2142.4299 0.000 0.000 0.0000 3.1295
1777025579.1895 Rx ;43vel 2142.4341 0.000 0.000 0.0000 0.000 4
1777025579.1907 Rx ;41pose 2142.4351 0.000 0.000 0.0000 3.1295
1777025579.1908 Rx ;54livn 91 86 84 85 80 83 95 32 5
1777025579.1919 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025579.1941 Rx ;11gyro -0.244141 -2.319336 0.854492 2142.440
1777025579.1953 Rx ;53pose 2142.4399 0.000 0.000 0.0000 3.1295
1777025579.1965 Rx ;99acc 0.030273 -0.004395 1.167480 2142.442
1777025579.1966 Rx ;49vel 2142.4419 0.000 0.000 0.0000 0.000 4
1777025579.1989 Rx ;90mca 0.000 0.000 16
1777025579.2000 Rx ;42pose 2142.4451 0.000 0.000 0.0000 3.1295
1777025579.2001 Rx ;47livn 80 76 70 73 76 80 83 19 5
1777025579.2055 Rx ;40vel 2142.4500 0.000 0.000 0.0000 0.000 4
1777025579.2055 Rx ;53ird 0.339 1.500 6665 2040 1
1777025579.2056 Rx ;37pose 2142.4500 0.000 0.000 0.0000 3.1295
1777025579.2069 Rx ;72gyro 0.091553 -2.258301 0.793457 2142.452
1777025579.2080 Rx ;97acc 0.032471 -0.001465 1.165039 2142.454
1777025579.2102 Rx ;43pose 2142.4551 0.000 0.000 0.0000 3.1295
1777025579.2103 Rx ;48livn 86 104 109 76 80 96 90 28 5
1777025579.2125 Rx ;48vel 2142.4580 0.000 0.000 0.0000 0.000 4
1777025579.2148 Rx ;36mot 0 0 0.1 0.1 0
1777025579.2155 Rx ;38pose 2142.4600 0.000 0.000 0.0000 3.1295
1777025579.2189 Rx ;56gyro 0.000000 -2.380371 0.762939 2142.464
1777025579.2201 Rx ;44pose 2142.4651 0.000 0.000 0.0000 3.1295
1777025579.2202 Rx ;11livn 96 94 85 82 74 75 82 8 5
1777025579.2203 Rx ;96acc 0.032227 -0.000732 1.161377 2142.466
1777025579.2214 Rx ;48vel 2142.4661 0.000 0.000 0.0000 0.000 4
1777025579.2247 Rx ;65ird 0.339 1.500 6676 2482 1
1777025579.2258 Rx ;39pose 2142.4700 0.000 0.000 0.0000 3.1295
1777025579.2291 Rx ;54vel 2142.4739 0.000 0.000 0.0000 0.000 4
1777025579.2302 Rx ;45pose 2142.4751 0.000 0.000 0.0000 3.1295
1777025579.2303 Rx ;82livn 108 105 103 97 90 93 91 13 5
1777025579.2304 Rx ;81gyro 0.152588 -2.441406 0.854492 2142.476
1777025579.2315 Rx ;91mca 0.000 0.000 17
1777025579.2326 Rx ;09acc 0.029297 -0.000732 1.172119 2142.478
1777025579.2349 Rx ;40pose 2142.4800 0.000 0.000 0.0000 3.1295
1777025579.2372 Rx ;53vel 2142.4819 0.000 0.000 0.0000 0.000 4
1777025579.2405 Rx ;46pose 2142.4851 0.000 0.000 0.0000 3.1295
1777025579.2406 Rx ;57livn 83 79 88 80 90 91 87 23 5
1777025579.2429 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025579.2430 Rx ;84gyro 0.030518 -2.197266 0.854492 2142.488
1777025579.2442 Rx ;12acc 0.034668 -0.003174 1.171875 2142.490
1777025579.2453 Rx ;44vel 2142.4900 0.000 0.000 0.0000 0.000 4
1777025579.2454 Rx ;77ird 0.339 1.244 6663 2898 1
1777025579.2455 Rx ;41pose 2142.4900 0.000 0.000 0.0000 3.1295
1777025579.2479 Rx ;36mot 0 0 0.1 0.1 0
1777025579.2501 Txd ;57leds 14 0 30 0
1777025579.2501 Rx ;54pose 2142.4949 0.000 0.000 0.0000 3.1295
1777025579.2502 Rx ;64livn 97 88 85 91 86 85 84 21 5
1777025579.2525 Rx ;52vel 2142.4980 0.000 0.000 0.0000 0.000 4
1777025579.2550 Rx ;13gyro -0.030518 -2.227783 0.671387 2142.500
1777025579.2551 Rx ;33pose 2142.5000 0.000 0.000 0.0000 3.1295
1777025579.2562 Rx ;85hbt 2142.5010 105 1033 11.38 4 8 9.2 0.58 0
1777025579.2564 Rx ;06acc 0.033691 -0.003906 1.168457 2142.502
1777025579.2607 Rx ;46pose 2142.5049 0.000 0.000 0.0000 3.1295
1777025579.2608 Rx ;70livn 98 92 83 97 93 94 94 28 5
1777025579.2608 Rx ;43vel 2142.5061 0.000 0.000 0.0000 0.000 4
1777025579.2652 Rx ;90mca 0.000 0.000 16
1777025579.2652 Rx ;62ird 0.340 1.173 6660 2983 1
1777025579.2653 Rx ;34pose 2142.5100 0.000 0.000 0.0000 3.1295
1777025579.2664 Rx ;59gyro 0.244141 -2.258301 0.854492 2142.512
1777025579.2686 Rx ;48acc 0.032715 0.003418 1.160645 2142.514
1777025579.2687 Rx ;43vel 2142.5142 0.000 0.000 0.0000 0.000 4
1777025579.2709 Rx ;47pose 2142.5149 0.000 0.000 0.0000 3.1295
1777025579.2710 Rx ;75livn 100 80 72 71 81 82 71 16 5
1777025579.2753 Rx ;35pose 2142.5200 0.000 0.000 0.0000 3.1295
1777025579.2775 Rx ;40vel 2142.5220 0.000 0.000 0.0000 0.000 4
1777025579.2786 Rx ;59gyro 0.030518 -2.319336 0.885010 2142.524
1777025579.2809 Rx ;41pose 2142.5251 0.000 0.000 0.0000 3.1295
1777025579.2809 Rx ;64livn 94 95 78 78 82 86 91 15 5
1777025579.2810 Rx ;53acc 0.033691 0.000244 1.165527 2142.526
1777025579.2811 Rx ;36mot 0 0 0.1 0.1 0
1777025579.2848 Rx ;39vel 2142.5300 0.000 0.000 0.0000 0.000 4
1777025579.2849 Rx ;83ird 0.339 0.999 6667 3244 1
1777025579.2850 Rx ;36pose 2142.5300 0.000 0.000 0.0000 3.1295
1777025579.2904 Rx ;43pose 2142.5352 0.000 0.000 0.0000 3.1295
1777025579.2906 Rx ;62livn 92 75 80 86 89 96 93 15 5
1777025579.2907 Rx ;64gyro 0.244141 -2.410889 0.732422 2142.536
1777025579.2919 Rx ;89svo 0 0 0  0 0 0  0 0 0  0 0 0  0 0 0
1777025579.2930 Rx ;99acc 0.033447 -0.004639 1.170410 2142.538
1777025579.2931 Rx ;48vel 2142.5381 0.000 0.000 0.0000 0.000 4
1777025579.2953 Rx ;37pose 2142.5400 0.000 0.000 0.0000 3.1295
1777025579.2975 Rx ;91mca 0.000 0.000 17
1777025579.3007 Rx ;50pose 2142.5449 0.000 0.000 0.0000 3.1295
1777025579.3008 Rx ;49livn 77 73 78 80 81 90 86 21 5
1777025579.3009 Rx ;47vel 2142.5461 0.000 0.000 0.0000 0.000 4
1777025579.3031 Rx ;65gyro 0.244141 -2.197266 0.610352 2142.548
1777025579.3042 Rx ;04acc 0.029541 -0.000732 1.166992 2142.550
1777025579.3054 Rx ;45ird 0.340 1.145 6661 3020 1
1777025579.3054 Rx ;38pose 2142.5500 0.000 0.000 0.0000 3.1295
1777025579.3087 Rx ;45vel 2142.5540 0.000 0.000 0.0000 0.000 4
1777025579.3109 Rx ;51pose 2142.5549 0.000 0.000 0.0000 3.1295
1777025579.3110 Rx ;52livn 103 100 90 94 89 99 89 27 5
1777025579.3142 Rx ;36mot 0 0 0.1 0.1 0
1777025579.3143 Rx ;15gyro -0.091553 -2.136230 0.762939 2142.560
1777025579.3158 Rx ;40pose 2142.5601 0.000 0.000 0.0000 3.1295
1777025579.3162 Rx ;01acc 0.028809 -0.001465 1.171143 2142.562
1777025579.3174 Rx ;44vel 2142.5620 0.000 0.000 0.0000 0.000 4
1777025579.3207 Rx ;52pose 2142.5649 0.000 0.000 0.0000 3.1295
1777025579.3208 Rx ;63livn 84 80 77 77 84 89 86 23 5
1777025579.3251 Rx ;44vel 2142.5701 0.000 0.000 0.0000 0.000 4
1777025579.3252 Rx ;49ird 0.340 1.500 6661 2390 1
1777025579.3253 Rx ;41pose 2142.5701 0.000 0.000 0.0000 3.1295
1777025579.3264 Rx ;09gyro -0.030518 -2.441406 0.915527 2142.572
1777025579.3287 Rx ;02acc 0.033936 -0.003662 1.177002 2142.574
1777025579.3309 Rx ;45pose 2142.5750 0.000 0.000 0.0000 3.1295
1777025579.3310 Rx ;84livn 91 101 91 80 83 90 76 15 5
1777025579.3311 Rx ;90mca 0.000 0.000 16
1777025579.3333 Rx ;52vel 2142.5781 0.000 0.000 0.0000 0.000 4
1777025579.3355 Rx ;42pose 2142.5801 0.000 0.000 0.0000 3.1295
1777025579.3389 Rx ;54gyro 0.122070 -2.258301 0.885010 2142.584
